User_ID,User_Name,Gender,Age,Email,Phone,City,State,Device_Type,App_Version,UPI_App
U100047,Kimaya Balay,Male,23,kimayabalay15@gmail.com,8564099429,Lucknow,Uttar Pradesh,Android,v5.6,PhonePe
U100048,Vaibhav Raju,Female,19,vaibhavraju09@gmail.com,7319796283,Indore,Madhya Pradesh,Android,v1.0,PhonePe
U100049,Eva Dass,Female,37,evadass668@gmail.com,9462776994,Coimbatore,Tamil Nadu,Windows,v2.5,Navi
U100050,Rohan,Male,22,rohanU100050@gmail.com,9225947165,Mumbai,Maharashtra,Windows,v4.2,Google Pay
U100051,Pihu Wali,Female,24,pihuwali56@gmail.com,9342425447,Surat,Gujarat,KaiOS,v3.3,PhonePe
U100052,Tiya Rege,Male,61,tiyarege471@gmail.com,8736553884,Bhopal,Madhya Pradesh,KaiOS,v5.5,Google Pay
U100053,Ravi,Male,38,raviU100053@gmail.com,9854284717,Bhopal,Madhya Pradesh,iOS,v5.7,Google Pay
U100054,Indranil Karan,Female,29,indranilkaran14@gmail.com,7912150491,Hyderabad,Telangana,KaiOS,v2.9,PhonePe
U100055,Saira Vora,Female,24,sairavora7369@gmail.com,7457771162,Mangaluru,Karnataka,KaiOS,v3.9,PhonePe
U100056,Damini Singh,Male,39,daminisingh27@gmail.com,6118831260,Karimnagar,Telangana,Android,v2.3,Google Pay
U100057,Dishani Bera,Female,41,dishanibera9489@gmail.com,9447269019,Nagpur,Maharashtra,KaiOS,v2.3,Paytm
U100058,Navya Kulkarni,Male,30,navyakulkarni3514@gmail.com,8623181137,Kolkata,West Bengal,iOS,v3.2,Google Pay
U100059,Arjun,Male,49,arjunU100059@gmail.com,6604041057,Mumbai,Maharashtra,KaiOS,v1.0,PhonePe
U100060,Hrishita Sood,Female,24,hrishitasood65@gmail.com,8436309799,Madurai,Tamil Nadu,Windows,v5.9,Navi
U100061,Rahul,Male,20,rahulU100061@gmail.com,8138588491,Chennai,Tamil Nadu,iOS,v1.2,Google Pay
U100062,Manish,Male,57,manishU100062@gmail.com,7442789097,Vadodara,Gujarat,Windows,v5.5,Google Pay
U100063,Zara Dube,Female,38,zaradube622@gmail.com,6709485273,Mumbai,Maharashtra,Android,v1.5,super.money
U100064,Bhavin Dara,Male,64,bhavindara0461@gmail.com,8973050762,Dharamshala,Himachal Pradesh,iOS,v3.3,PhonePe
U100065,Dharmajan Setty,Male,26,dharmajansetty249@gmail.com,6598603079,Lucknow,Uttar Pradesh,iOS,,PhonePe
U100066,Rohan,Male,26,rohanU100066@gmail.com,7942614363,Bhagalpur,Bihar,KaiOS,v3.2,Google Pay
U100067,Gokul Sahni,Male,21,gokulsahni3622@gmail.com,6960813254,Chennai,Tamil Nadu,iOS,v4.4,PhonePe
U100068,Ira Butala,Male,24,irabutala1912@gmail.com,7271852402,Pune,Maharashtra,Android,v2.3,PhonePe
U100069,Eva Viswanathan,Female,25,evaviswanathan873@gmail.com,7686580604,Bhubaneswar,Odisha,Android,v3.0,PhonePe
U100070,Lakshit Madan,Male,34,lakshitmadan83@gmail.com,9807199523,Mysuru,Karnataka,Android,v2.7,Google Pay
U100071,Riya Dugal,Female,31,riyadugal9802@gmail.com,6066900531,Mangaluru,Karnataka,iOS,v1.6,Paytm
U100072,Oorja Sachar,Male,28,oorjasachar406@gmail.com,6545576476,Bengaluru,Karnataka,iOS,v1.7,PhonePe
U100073,Advika Yogi,Male,22,advikayogi543@gmail.com,8333155854,Mumbai,Maharashtra,KaiOS,v2.6,PhonePe
U100074,Fateh Dasgupta,Male,30,fatehdasgupta94@gmail.com,6621997195,Mysuru,Karnataka,Android,v1.7,Navi
U100075,Chirag Gara,Female,22,chiraggara37@gmail.com,6693124659,Bhilai,Chhattisgarh,KaiOS,v4.6,super.money
U100076,Khushi Malhotra,Female,60,khushimalhotra288@gmail.com,7037860476,Chennai,Tamil Nadu,Android,v2.3,PhonePe
U100077,Khushi Choudhary,Female,25,khushichoudhary411@gmail.com,9619748489,Coimbatore,Tamil Nadu,KaiOS,v4.9,Paytm
U100078,Manish,Male,19,manishU100078@gmail.com,9301403119,Bengaluru,Karnataka,Windows,v1.1,Navi
U100079,Manikya Bandi,Female,38,manikyabandi764@gmail.com,9078297028,Hyderabad,Telangana,Windows,v2.8,PhonePe
U100080,Shalv Banik,Male,24,shalvbanik306@gmail.com,9260401399,Durgapur,West Bengal,Android,v5.8,Google Pay
U100081,Ranbir Sami,Female,33,ranbirsami6737@gmail.com,6879157479,Dibrugarh,Assam,KaiOS,v1.2,PhonePe
U100082,Lakshit Madan,Female,25,lakshitmadan43@gmail.com,7016676126,Bengaluru,Karnataka,iOS,v2.1,Google Pay
U100083,Samaira Wadhwa,Male,33,samairawadhwa02@gmail.com,8240815487,Mangaluru,Karnataka,iOS,v4.9,PhonePe
U100084,Nirvaan Srinivasan,Male,29,nirvaansrinivasan42@gmail.com,6093285750,Jaipur,Rajasthan,iOS,v3.5,PhonePe
U100085,Zara Jani,Female,23,zarajani50@gmail.com,8106099146,Nagpur,Maharashtra,KaiOS,v4.3,PhonePe
U100086,Suresh,Male,61,sureshU100086@gmail.com,9049091638,Durgapur,West Bengal,Windows,v2.1,Google Pay
U100087,Sumer Kakar,Male,33,sumerkakar72@gmail.com,9107343116,Bengaluru,Karnataka,iOS,v5.5,PhonePe
U100088,Anahita Venkatesh,Female,23,anahitavenkatesh434@gmail.com,9018241633,Jamshedpur,Jharkhand,Android,v4.4,Google Pay
U100089,Pari Sachdeva,Male,36,parisachdeva17@gmail.com,9020175590,Madurai,Tamil Nadu,Windows,v5.1,Google Pay
U100090,Ravi,Male,41,raviU100090@gmail.com,8865278104,Faridabad,Haryana,Android,v4.0,PhonePe
U100091,Yasmin Venkataraman,Male,28,yasminvenkataraman828@gmail.com,9278601659,Gurugram,Haryana,KaiOS,v1.6,Google Pay
U100092,Nishith Char,Male,30,nishithchar970@gmail.com,7839924824,Bengaluru,Karnataka,iOS,v4.6,PhonePe
U100093,Heer Kapur,Male,38,heerkapur76@gmail.com,8002013250,Bengaluru,Karnataka,Android,v1.5,PhonePe
U100094,Aarna Chand,Female,30,aarnachand856@gmail.com,9455902352,Vijayawada,Andhra Pradesh,KaiOS,v3.4,PhonePe
U100095,Anahi Dash,Male,23,anahidash7177@gmail.com,6975343881,Raipur,Chhattisgarh,iOS,v1.6,PhonePe
U100096,Ahana  Swamy,Male,27,ahanaswamy38@gmail.com,6964729667,Nagpur,Maharashtra,KaiOS,v3.3,PhonePe
U100097,Badal Sachdev,Female,26,badalsachdev329@gmail.com,6802413557,Amritsar,Punjab,Android,v1.6,Navi
U100098,Divij Shetty,Female,35,divijshetty23@gmail.com,7497256796,Kanpur,Uttar Pradesh,Windows,v4.0,super.money
U100099,Ivan Jani,Female,18,ivanjani0412@gmail.com,8246465885,Lucknow,Uttar Pradesh,Android,v3.5,Google Pay
U100100,Anya Chhabra,Female,20,anyachhabra53@gmail.com,7961361740,Lucknow,Uttar Pradesh,Android,v1.2,Google Pay
U100101,Amit,Male,25,amitU100101@gmail.com,9273150165,Jamshedpur,Jharkhand,Windows,v2.2,Google Pay
U100102,Manish,Male,37,manishU100102@gmail.com,7511924893,Nagpur,Maharashtra,KaiOS,v5.0,Google Pay
U100103,Vardaniya Srinivasan,Male,30,vardaniyasrinivasan20@gmail.com,6696610001,Karimnagar,Telangana,KaiOS,v2.8,PhonePe
U100104,Rohan,Male,41,rohanU100104@gmail.com,7519966137,Warangal,Telangana,Android,v2.2,Google Pay
U100105,Indrans Chandran,Female,25,indranschandran26@gmail.com,6057254519,Karimnagar,Telangana,Android,v4.0,PhonePe
U100106,Madhav Balakrishnan,Male,35,madhavbalakrishnan8669@gmail.com,6280675622,Mysuru,Karnataka,KaiOS,v1.9,Google Pay
U100107,Siya Dugar,Male,27,siyadugar124@gmail.com,6339141181,Shimla,Himachal Pradesh,Windows,v2.4,Navi
U100108,Badal Master,Male,26,badalmaster87@gmail.com,9944275970,Pune,Maharashtra,iOS,v3.9,super.money
U100109,Damini Varkey,Female,26,daminivarkey010@gmail.com,8570380077,Mumbai,Maharashtra,Windows,v4.2,Navi
U100110,Bhavin Kumar,Female,31,bhavinkumar3056@gmail.com,8602363361,Nagpur,Maharashtra,Android,v4.2,Google Pay
U100111,Kabir Banerjee,Female,32,kabirbanerjee73@gmail.com,7333324240,Visakhapatnam,Andhra Pradesh,KaiOS,v2.8,PhonePe
U100112,Pari Venkataraman,Male,25,parivenkataraman2694@gmail.com,8414824253,Gwalior,Madhya Pradesh,Windows,v2.2,PhonePe
U100113,Yuvaan Bhasin,Male,39,yuvaanbhasin71@gmail.com,6257152666,Indore,Madhya Pradesh,Android,v3.1,PhonePe
U100114,Kavya Rajan,Female,31,kavyarajan647@gmail.com,7989809184,Mumbai,Maharashtra,iOS,v2.0,Google Pay
U100115,Miraya Baria,Female,35,mirayabaria889@gmail.com,8863692578,Madurai,Tamil Nadu,iOS,v4.3,PhonePe
U100116,Nirvi Manne,Female,34,nirvimanne997@gmail.com,7119213211,Vijayawada,Andhra Pradesh,Windows,v3.6,Paytm
U100117,Pranay Chaudry,Male,32,pranaychaudry60@gmail.com,6716149390,Visakhapatnam,Andhra Pradesh,Android,v3.4,Google Pay
U100118,Nakul Deo,Male,24,nakuldeo7726@gmail.com,9677669674,Thiruvananthapuram,Kerala,Android,v5.5,PhonePe
U100119,Hansh Sampath,Female,38,hanshsampath62@gmail.com,8209818752,Coimbatore,Tamil Nadu,iOS,v1.0,PhonePe
U100120,Amira Dugar,Female,23,amiradugar353@gmail.com,8135621604,Ludhiana,Punjab,KaiOS,v3.0,Google Pay
U100121,Suresh,Male,43,sureshU100121@gmail.com,9434625865,Karimnagar,Telangana,KaiOS,v4.0,Google Pay
U100122,Devansh Luthra,Female,28,devanshluthra920@gmail.com,6701800382,Patna,Bihar,Windows,v2.6,PhonePe
U100123,Dishani Deo,Male,23,dishanideo24@gmail.com,9330066203,Bengaluru,Karnataka,Windows,v1.8,Navi
U100124,Stuvan Wadhwa,Female,32,stuvanwadhwa39@gmail.com,7256352850,Kanpur,Uttar Pradesh,iOS,v4.9,Google Pay
U100125,Nirvaan Goyal,Male,26,nirvaangoyal791@gmail.com,6745235049,Hyderabad,Telangana,Android,v5.2,PhonePe
U100126,Indranil Kanda,Male,24,indranilkanda2023@gmail.com,6227404369,Surat,Gujarat,KaiOS,v2.1,PhonePe
U100127,Manjari Swamy,Female,24,manjariswamy12@gmail.com,9626879916,Lucknow,Uttar Pradesh,KaiOS,v1.5,PhonePe
U100128,Nitya Taneja,Female,19,nityataneja5176@gmail.com,7466708716,Karimnagar,Telangana,KaiOS,v2.1,Paytm
U100129,Nitara Ben,Female,26,nitaraben7650@gmail.com,9303710114,Mumbai,Maharashtra,KaiOS,v4.1,PhonePe
U100130,Prerak Bhardwaj,Female,18,prerakbhardwaj89@gmail.com,7293969478,Lucknow,Uttar Pradesh,iOS,v1.7,PhonePe
U100131,Shanaya Malhotra,Female,18,shanayamalhotra89@gmail.com,6283415532,Hyderabad,Telangana,KaiOS,v4.6,PhonePe
U100132,Vikram,Male,37,vikramU100132@gmail.com,7968024833,Visakhapatnam,Andhra Pradesh,Android,v5.7,Google Pay
U100133,Saanvi Garg,Female,41,saanvigarg688@gmail.com,6619644589,Nagpur,Maharashtra,KaiOS,v2.9,Google Pay
U100134,Piya Ravel,Female,30,piyaravel094@gmail.com,9865505502,Surat,Gujarat,Windows,v1.4,Google Pay
U100135,Dishani Konda,Female,36,dishanikonda25@gmail.com,9154806218,Coimbatore,Tamil Nadu,Android,v4.7,PhonePe
U100136,Baiju Batra,Female,39,baijubatra82@gmail.com,6265845335,Mysuru,Karnataka,KaiOS,v3.2,PhonePe
U100137,Raghav Bains,Male,22,raghavbains74@gmail.com,8589723907,Jammu,Jammu & Kashmir,iOS,v3.8,Google Pay
U100138,Shamik Solanki,Male,26,shamiksolanki39@gmail.com,8824122924,Jamshedpur,Jharkhand,iOS,v3.9,PhonePe
U100139,Navya Deep,Female,37,navyadeep79@gmail.com,9662892586,Karimnagar,Telangana,KaiOS,v1.7,PhonePe
U100140,Seher Kant,Female,29,seherkant6854@gmail.com,7991005728,Pune,Maharashtra,Windows,v4.9,PhonePe
U100141,Jhanvi Agrawal,Male,43,jhanviagrawal3438@gmail.com,8457595962,Hyderabad,Telangana,iOS,v2.2,PhonePe
U100142,Dhanuk Wagle,Male,22,dhanukwagle4405@gmail.com,6677022298,Mysuru,Karnataka,Android,v2.8,PhonePe
U100143,Inaaya  Badami,Male,29,inaayabadami634@gmail.com,8239487857,Lucknow,Uttar Pradesh,Windows,v2.2,Google Pay
U100144,Keya Majumdar,Male,49,keyamajumdar137@gmail.com,7742721831,Chennai,Tamil Nadu,iOS,v2.1,PhonePe
U100145,Suresh,Male,27,sureshU100145@gmail.com,7115137113,Pune,Maharashtra,Windows,v1.6,Paytm
U100146,Ryan Gopal,Male,27,ryangopal17@gmail.com,7103488419,Durgapur,West Bengal,iOS,v3.9,Navi
U100147,Taimur Cheema,Male,31,taimurcheema8415@gmail.com,6776763167,Jamshedpur,Jharkhand,iOS,v1.3,PhonePe
U100148,Nitya Behl,Female,33,nityabehl0744@gmail.com,6376791872,Hyderabad,Telangana,Windows,v2.4,super.money
U100149,Vanya Mammen,Female,36,vanyamammen8190@gmail.com,7502061120,Kanpur,Uttar Pradesh,KaiOS,v2.4,Google Pay
U100150,Miraya Shere,Male,28,mirayashere2473@gmail.com,6502167387,Nagpur,Maharashtra,KaiOS,v3.7,PhonePe
U100151,Miraan Venkatesh,Female,61,miraanvenkatesh08@gmail.com,7972782294,Jamshedpur,Jharkhand,Windows,v5.8,PhonePe
U100152,Yasmin Tak,Female,64,yasmintak70@gmail.com,7566124378,Chennai,Tamil Nadu,iOS,v5.9,PhonePe
U100153,Zain Arora,Male,43,zainarora0150@gmail.com,7830508403,Ahmedabad,Gujarat,iOS,v3.2,Google Pay
U100154,Sara Ganesan,Female,29,saraganesan0155@gmail.com,6819065025,Nagpur,Maharashtra,iOS,v3.6,Google Pay
U100155,Zaina Sami,Female,20,zainasami418@gmail.com,6971934014,Varanasi,Uttar Pradesh,iOS,v3.2,Google Pay
U100156,Priyansh Buch,Female,27,priyanshbuch864@gmail.com,8457572398,Nagpur,Maharashtra,iOS,v5.0,Navi
U100157,Ravi,Male,35,raviU100157@gmail.com,6110327439,Visakhapatnam,Andhra Pradesh,KaiOS,v4.0,Google Pay
U100158,Anaya Choudhry,Male,28,anayachoudhry8693@gmail.com,7342511909,Visakhapatnam,Andhra Pradesh,iOS,v2.2,PhonePe
U100159,Amira Gill,Female,32,amiragill94@gmail.com,7891496231,Visakhapatnam,Andhra Pradesh,Windows,v1.2,PhonePe
U100160,Yashvi Viswanathan,Female,28,yashviviswanathan617@gmail.com,6538067097,Mumbai,Maharashtra,iOS,v1.3,PhonePe
U100161,Mamooty Arora,Male,22,mamootyarora8180@gmail.com,8073739862,Coimbatore,Tamil Nadu,iOS,v2.6,PhonePe
U100162,Amit,Male,36,amitU100162@gmail.com,7173733981,Bengaluru,Karnataka,KaiOS,v3.0,PhonePe
U100163,Rohan,Male,30,rohanU100163@gmail.com,9691090253,Bhagalpur,Bihar,Android,v5.7,PhonePe
U100164,Stuvan Rege,Female,30,stuvanrege70@gmail.com,6510970778,Coimbatore,Tamil Nadu,Android,v4.5,Google Pay
U100165,Vikram,Male,20,vikramU100165@gmail.com,8608626516,Mangaluru,Karnataka,iOS,v2.9,PhonePe
U100166,Aniruddh Bhardwaj,Female,31,aniruddhbhardwaj877@gmail.com,7030855757,Gurugram,Haryana,KaiOS,v4.7,Google Pay
U100167,Jayesh Mannan,Male,29,jayeshmannan9013@gmail.com,9540148280,Vadodara,Gujarat,iOS,v2.7,super.money
U100168,Armaan Bhagat,Female,26,armaanbhagat5430@gmail.com,9869812470,Cuttack,Odisha,Android,v5.4,PhonePe
U100169,Shray Sethi,Female,33,shraysethi8467@gmail.com,6883509435,Gwalior,Madhya Pradesh,KaiOS,v5.7,PhonePe
U100170,Adira Raman,Male,20,adiraraman215@gmail.com,8287982041,Pune,Maharashtra,Windows,v1.4,PhonePe
U100171,Veer Yogi,Female,34,veeryogi8544@gmail.com,6024737159,Chennai,Tamil Nadu,Windows,v5.5,Google Pay
U100172,Onkar Bains,Male,19,onkarbains828@gmail.com,7539007479,Mumbai,Maharashtra,KaiOS,v3.2,Navi
U100173,Rohan,Male,39,rohanU100173@gmail.com,7155760687,Cuttack,Odisha,Windows,v3.5,super.money
U100174,Rahul,Male,23,rahulU100174@gmail.com,8397871730,Gwalior,Madhya Pradesh,KaiOS,v4.8,Google Pay
U100175,Nitya Gandhi,Female,31,nityagandhi72@gmail.com,9844052545,Patiala,Punjab,iOS,v4.1,Google Pay
U100176,Nitara Vala,Female,34,nitaravala6306@gmail.com,8295424064,Lucknow,Uttar Pradesh,iOS,v3.8,PhonePe
U100177,Saira Yogi,Male,30,sairayogi51@gmail.com,7842301146,Indore,Madhya Pradesh,Android,v3.1,PhonePe
U100178,Dishani Dubey,Female,32,dishanidubey1060@gmail.com,8000374633,Karimnagar,Telangana,iOS,v3.6,Google Pay
U100179,Shaan Jaggi,Male,24,shaanjaggi4672@gmail.com,9463267728,Hyderabad,Telangana,iOS,v1.8,Paytm
U100180,Ishita Bhatt,Female,26,ishitabhatt377@gmail.com,9715964420,Coimbatore,Tamil Nadu,Android,v2.1,PhonePe
U100181,Aaina Salvi,Female,26,aainasalvi54@gmail.com,6958495405,Indore,Madhya Pradesh,KaiOS,v2.7,PhonePe
U100182,Amit,Male,40,amitU100182@gmail.com,6210563765,Siliguri,West Bengal,iOS,v1.1,PhonePe
U100183,Rohan,Male,34,rohanU100183@gmail.com,6957493424,Coimbatore,Tamil Nadu,iOS,v5.4,PhonePe
U100184,Yuvaan Mahal,Male,31,yuvaanmahal769@gmail.com,7222298519,Coimbatore,Tamil Nadu,iOS,,Google Pay
U100185,Romil Dhar,Male,39,romildhar16@gmail.com,8060104302,Patiala,Punjab,Android,v3.7,PhonePe
U100186,Adah Srivastava,Male,38,adahsrivastava0666@gmail.com,8203832205,Madurai,Tamil Nadu,KaiOS,v4.8,Paytm
U100187,Anahita Kant,Female,29,anahitakant354@gmail.com,7876093359,Gaya,Bihar,Android,v1.8,super.money
U100188,Pari Chhabra,Male,30,parichhabra2382@gmail.com,7972848506,Kochi,Kerala,Windows,v2.6,PhonePe
U100189,Yashvi Yohannan,Female,20,yashviyohannan1755@gmail.com,6469167392,Karimnagar,Telangana,iOS,v5.3,Google Pay
U100190,Nirvi Basak,Female,31,nirvibasak2186@gmail.com,8499334276,Srinagar,Jammu & Kashmir,Windows,v2.3,CRED
U100191,Drishya Saini,Male,28,drishyasaini428@gmail.com,7215612589,Kanpur,Uttar Pradesh,KaiOS,v1.3,Google Pay
U100192,Amit,Male,40,amitU100192@gmail.com,6020180417,Madurai,Tamil Nadu,iOS,v3.8,CRED
U100193,Pari Dubey,Female,61,paridubey1465@gmail.com,9614008107,Varanasi,Uttar Pradesh,Windows,v5.2,PhonePe
U100194,Zara Chaudhary,Female,28,zarachaudhary9579@gmail.com,9021299258,Guwahati,Assam,Windows,v5.8,PhonePe
U100195,Anay Bajaj,Male,56,anaybajaj613@gmail.com,9385057624,Karimnagar,Telangana,Windows,v5.0,Paytm
U100196,Anika Ramaswamy,Male,23,anikaramaswamy504@gmail.com,8296355076,Vadodara,Gujarat,iOS,v5.5,PhonePe
U100197,Amani Johal,Female,42,amanijohal57@gmail.com,6896242829,Kolkata,West Bengal,iOS,v5.3,Navi
U100198,Saanvi Sarin,Female,42,saanvisarin806@gmail.com,9079863938,Warangal,Telangana,iOS,v5.2,Google Pay
U100199,Bhamini Iyengar,Male,29,bhaminiiyengar9892@gmail.com,9831773458,Lucknow,Uttar Pradesh,iOS,v3.2,Google Pay
U100200,Hunar Sagar,Male,25,hunarsagar15@gmail.com,6788040478,Nagpur,Maharashtra,Android,v1.2,PhonePe
U100201,Suhana Vasa,Male,19,suhanavasa97@gmail.com,6917787302,Rohtak,Haryana,Windows,v5.3,Google Pay
U100202,Vanya Kala,Female,67,vanyakala0307@gmail.com,6945059244,Karimnagar,Telangana,Android,v2.8,Google Pay
U100203,Jayesh Suri,Male,41,jayeshsuri00@gmail.com,6770006311,Bengaluru,Karnataka,KaiOS,v5.6,Navi
U100204,Badal Mallick,Male,63,badalmallick02@gmail.com,9516519860,Kochi,Kerala,Windows,v2.4,PhonePe
U100205,Arjun,Male,24,arjunU100205@gmail.com,6449991161,Varanasi,Uttar Pradesh,iOS,v1.6,super.money
U100206,Zaina Kata,Female,31,zainakata29@gmail.com,9653750323,Varanasi,Uttar Pradesh,iOS,v3.6,Google Pay
U100207,Tanya Walla,Male,18,tanyawalla50@gmail.com,7964516897,Nagpur,Maharashtra,iOS,v5.6,Paytm
U100208,Manjari Tandon,Female,41,manjaritandon5470@gmail.com,7866806751,Kanpur,Uttar Pradesh,Android,v4.7,Paytm
U100209,Ira Kapoor,Male,43,irakapoor956@gmail.com,7704889842,Mangaluru,Karnataka,iOS,v3.2,Google Pay
U100210,Shanaya Venkataraman,Male,40,shanayavenkataraman02@gmail.com,9328997736,Patiala,Punjab,Windows,v3.0,Navi
U100211,Alisha Dayal,Female,21,alishadayal509@gmail.com,9873545583,Bhilai,Chhattisgarh,Windows,v1.4,Paytm
U100212,Navya Devi,Female,40,navyadevi92@gmail.com,9888182985,Mysuru,Karnataka,KaiOS,,Google Pay
